,DrugA,DrugB
5669,Sulodexide,Vortioxetine
5670,Aprepitant,Dienogest
5671,Nelfinavir,Cinacalcet
5672,Tizanidine,Zileuton
5673,Salmeterol,Isoprenaline
5674,Bortezomib,Phenytoin
5675,Doxylamine,Tacrine
5676,Leflunomide,Certolizumab pegol
5677,Deferasirox,Fluticasone furoate
5678,Capecitabine,Denosumab
5679,Itraconazole,Fesoterodine
5680,Ranolazine,Ketoconazole
5681,Heparin,Obinutuzumab
5682,Alfuzosin,Nifedipine
5683,Hydrocortisone,Tofacitinib
5684,Metyrosine,Fosphenytoin
5685,Phenytoin,Hydrocodone
5686,Bedaquiline,Picosulfuric acid
5687,Pentazocine,Buprenorphine
5688,Paroxetine,Alogliptin
5689,Vortioxetine,Dosulepin
5690,Vandetanib,Ivabradine
5691,Nelfinavir,Bepridil
5692,Alendronic acid,Magnesium sulfate
5693,Clozapine,Glyburide
5694,Prasugrel,Limaprost
5695,Erythromycin,Terfenadine
5696,Norepinephrine,Dipivefrin
5697,Imatinib,Tofacitinib
5698,Quinidine,Fesoterodine
5699,Dasatinib,Sulodexide
5700,Cabergoline,Ephedrine
5701,Methotrexate,Verapamil
5702,Magnesium sulfate,Flurazepam
5703,Atazanavir,Tolbutamide
5704,Acetohexamide,Mecasermin
5705,Trichlormethiazide,
5706,Glucagon,Homatropine
5707,Ranolazine,Brentuximab vedotin
5708,Rifabutin,Rivaroxaban
5709,Baclofen,Sertraline
5710,Fluvastatin,Eltrombopag
5711,Hydrochlorothiazide,Molsidomine
5712,Luliconazole,Olaparib
5713,Succinylcholine,Donepezil
5714,Pimecrolimus,Tretinoin
5715,Simeprevir,Siltuximab
5716,Brimonidine,Diazepam
5717,Dronabinol,Ziconotide
5718,Siltuximab,Naloxegol
5719,Alteplase,Treprostinil
5720,Bendroflumethiazide,Glyburide
5721,Erythromycin,Barnidipine
5722,Vorapaxar,Ceritinib
5723,Methadone,Pimozide
5724,Amphetamine,Reserpine
5725,Telithromycin,Deferasirox
5726,Hyaluronidase (ovine),Chlorotrianisene
5727,Primidone,Etravirine
5728,Sulfinpyrazone,Acenocoumarol
5729,Mirtazapine,Aripiprazole
5730,Saquinavir,Parecoxib
5731,Saquinavir,Insulin detemir
5732,Bevacizumab,Metamizole
5733,Nitric Oxide,Nitroglycerin
5734,Mifepristone,Histrelin
5735,Tapentadol,Paraldehyde
5736,Triprolidine,Thalidomide
5737,Atracurium besylate,Hydrocortisone
5738,Metipranolol,Hexobarbital
5739,Teriflunomide,Tofacitinib
5740,Fluconazole,Trimethoprim
5741,Dicoumarol,Omeprazole
5742,Fluvastatin,Fusidic acid
5743,Ropinirole,Remifentanil
5744,Clozapine,Phendimetrazine
5745,Dexrazoxane,Metamizole
5746,Quetiapine,Insulin detemir
5747,Chlorpromazine,Naratriptan
5748,Magnesium sulfate,Bromazepam
5749,Digoxin,Alfacalcidol
5750,Hydrocodone,Flibanserin
5751,Insulin human,Vildagliptin
5752,Roflumilast,Pralatrexate
5753,Leuprolide,Ofloxacin
5754,Droperidol,Phenobarbital
5755,Diflunisal,Floctafenine
5756,Thalidomide,Dienogest
5757,Spironolactone,Ciprofloxacin
5758,Droperidol,Levocetirizine
5759,Dronabinol,Sufentanil
5760,Natalizumab,Dactinomycin
5761,Verapamil,Regorafenib
5762,Fondaparinux,Estrone sulfate
5763,Exenatide,Insulin aspart
5764,Phenylpropanolamine,Pirbuterol
5765,Imipramine,Risperidone
5766,Phentermine,Phenmetrazine
5767,Chlorpromazine,Tranylcypromine
5768,Moexipril,Tizanidine
5769,Abciximab,Norethisterone
5770,Hydrochlorothiazide,Heptabarbital
5771,Glipizide,Insulin aspart
5772,Nefazodone,Thiothixene
5773,Chlorthalidone,Risperidone
5774,Tocilizumab,Vemurafenib
5775,Lorazepam,Eszopiclone
5776,Benzatropine,Ipratropium
5777,Phentermine,Dextroamphetamine
5778,Levonorgestrel,Ethyl biscoumacetate
5779,Mirtazapine,Gabapentin enacarbil
5780,Lipoic acid,Magnesium hydroxide
5781,Vincristine,Abiraterone
5782,Gliquidone,Nilotinib
5783,Erythromycin,Alprazolam
5784,Oxytetracycline,Zinc sulfate
5785,Dihydroergotamine,Boceprevir
5786,Triprolidine,Linezolid
5787,Sunitinib,Netupitant
5788,Tipranavir,Tolbutamide
5789,Esmolol,Metoprolol
5790,Erythromycin,Ulipristal
5791,Erythromycin,Nisoldipine
5792,Fluvoxamine,Cinacalcet
5793,Tramadol,Cabergoline
5794,Repaglinide,Glipizide
5795,Paclitaxel,Denosumab
5796,St. John's Wort,Nilotinib
5797,Colesevelam,Hydrochlorothiazide
5798,Isoprenaline,Dexmethylphenidate
5799,Triflupromazine,Phendimetrazine
5800,Glimepiride,Porfimer sodium
5801,Dextromethorphan,Molindone
5802,Secobarbital,Celecoxib
5803,Tacrine,Solifenacin
5804,Brimonidine,Moclobemide
5805,Nabumetone,Phenprocoumon
5806,Magnesium sulfate,Zaleplon
5807,Phenytoin,Metamfetamine
5808,Leuprolide,Imipramine
5809,Nilotinib,Boceprevir
5810,Tolazamide,Nadolol
5811,Anistreplase,Naproxen
5812,Telithromycin,Guanfacine
5813,Dasatinib,Prasugrel
5814,Fusidic acid,Telaprevir
5815,Orphenadrine,Dexchlorpheniramine maleate
5816,Desvenlafaxine,Limaprost
5817,Dinoprostone,Carbetocin
5818,Mecasermin,Insulin glulisine
5819,Tramadol,Ziprasidone
5820,Ziprasidone,Nefazodone
5821,Imatinib,Roflumilast
5822,Nelfinavir,Canagliflozin
5823,Apixaban,Boceprevir
5824,Efavirenz,Itraconazole
5825,Atazanavir,Sodium bicarbonate
5826,Sunitinib,Luliconazole
5827,Mifepristone,Brexpiprazole
5828,Bexarotene,Daclatasvir
5829,Diclofenac,Dasatinib
5830,Efavirenz,Clopidogrel
5831,Nadroparin,Aliskiren
5832,Cefmenoxime,Amikacin
5833,Tiaprofenic acid,Aliskiren
5834,Bupropion,Thiotepa
5835,Digoxin,Eliglustat
5836,Bicalutamide,Flibanserin
5837,Insulin glargine,
5838,Vinblastine,Afatinib
5839,Triflupromazine,Naratriptan
5840,Daunorubicin,Saquinavir
5841,Bexarotene,Escitalopram
5842,Mifepristone,Bedaquiline
5843,Risperidone,Azelastine
5844,Telaprevir,Lurasidone
5845,Insulin aspart,Lopinavir
5846,Nicardipine,Edoxaban
5847,Leflunomide,Tofacitinib
5848,Ticlopidine,Acetylsalicylic acid
5849,Nortriptyline,Itopride
5850,Atenolol,Risperidone
5851,Cyclacillin,Minocycline
5852,Desipramine,Quetiapine
5853,Tranylcypromine,Cimetropium
5854,Treprostinil,Piroxicam
5855,Amiloride,Hydrocodone
5856,Mefenamic acid,Phenprocoumon
5857,Azelastine,Cathinone
5858,Promazine,Linezolid
5859,Bortezomib,Clozapine
5860,Nelfinavir,Palbociclib
5861,Folic acid,Phenytoin
5862,Methohexital,Desipramine
5863,Picosulfuric acid,
5864,Clozapine,Ergotamine
5865,Metyrosine,Ethanol
5866,Treprostinil,Telmisartan
5867,Loxapine,Quinagolide
5868,Levonorgestrel,Mifepristone
5869,Leucovorin,Capecitabine
5870,Thioridazine,Paroxetine
5871,Mirtazapine,Tocilizumab
5872,Digoxin,Dronedarone
5873,Fluconazole,Panobinostat
5874,Isavuconazonium,Ivacaftor
5875,Citalopram,Fencamfamin
5876,Drospirenone,Tesmilifene
5877,Ramipril,Acetylsalicylic acid
5878,Pantoprazole,Armodafinil
5879,Calcium acetate,Pseudoephedrine
5880,Megestrol acetate,Treprostinil
5881,Simeprevir,Stiripentol
5882,Pentostatin,Denosumab
5883,Amiloride,Alfentanil
5884,Ropinirole,Diazepam
5885,Remoxipride,Linezolid
5886,Perindopril,Oxaprozin
5887,Rabeprazole,Itraconazole
5888,Etacrynic acid,Oxymorphone
5889,Quinidine,Tesmilifene
5890,Fluvoxamine,Dosulepin
5891,Valsartan,Trandolapril
5892,Phenytoin,Fosaprepitant
5893,Amlodipine,Silodosin
5894,Treprostinil,Vilazodone
5895,Benzylpenicilloyl polylysine,Fexofenadine
5896,Hydralazine,Hexobarbital
5897,Oxaliplatin,Paclitaxel
5898,Triazolam,Telaprevir
5899,Duloxetine,Riociguat
5900,Allopurinol,Didanosine
5901,Indinavir,Pimozide
5902,Metformin,Tacrolimus
5903,Butorphanol,Cathinone
5904,Warfarin,Dienogest
5905,Trichlormethiazide,Aclidinium
5906,Methocarbamol,Droperidol
5907,Doxylamine,Sulpiride
5908,Duloxetine,Amiloride
5909,Dapsone,Bosentan
5910,Trastuzumab,Pralatrexate
5911,Tamsulosin,Bupropion
5912,Cyclizine,Sodium oxybate
5913,Nortriptyline,Aclidinium
5914,Ketamine,Rufinamide
5915,Felbamate,Tapentadol
5916,Meprobamate,Methotrimeprazine
5917,Labetalol,Levodopa
5918,Tobramycin,Furosemide
5919,Ramipril,
5920,Valsartan,Etacrynic acid
5921,Edetic acid,Dabigatran etexilate
5922,Clofedanol,Ramosetron
5923,Diclofenac,Tiaprofenic acid
5924,Sildenafil,Sapropterin
5925,Metyrosine,Pizotifen
5926,Colestipol,Niacin
5927,Carbamazepine,Itraconazole
5928,Quetiapine,
5929,Fluorouracil,Gimeracil
5930,Nitroprusside,Levodopa
5931,Duloxetine,Felodipine
5932,Phenindione,Nintedanib
5933,Diphenhydramine,Itopride
5934,Topiramate,Cyclizine
5935,Norethisterone,Dalteparin
5936,Dabrafenib,Sonidegib
5937,Lorazepam,Buspirone
5938,Ranolazine,Propranolol
5939,Irinotecan,Simeprevir
5940,Methotrexate,Rolapitant
5941,Saquinavir,Nilotinib
5942,Darunavir,Siltuximab
5943,Fondaparinux,Sugammadex
5944,Linezolid,Ritodrine
5945,Butabarbital,Dipyridamole
5946,Deferasirox,Nilotinib
5947,Desogestrel,Dalteparin
5948,Phylloquinone,Mineral oil
5949,Meperidine,Ondansetron
5950,Ifosfamide,Crizotinib
5951,Phentermine,Nabilone
5952,Mecamylamine,Tranylcypromine
5953,Bevacizumab,Risedronic acid
5954,Alfuzosin,Tamsulosin
5955,Doxylamine,Thioridazine
5956,Darifenacin,Aclidinium
5957,Norethisterone,Lumacaftor
5958,Irinotecan,Enzalutamide
5959,Leuprolide,Citalopram
5960,Nabilone,Zopiclone
5961,Cyclophosphamide,Trichlormethiazide
5962,Lorazepam,Brimonidine
5963,Cilostazol,Saquinavir
5964,Thioridazine,Frovatriptan
5965,Fluvastatin,Colchicine
5966,Tinzaparin,Tibolone
5967,Dipyridamole,Edoxaban
5968,Droperidol,Vilazodone
5969,Procyclidine,Fesoterodine
5970,Baclofen,Reserpine
5971,Tacrolimus,Clarithromycin
5972,Clozapine,Levomilnacipran
5973,Lorazepam,Difenoxin
5974,Metolazone,Vildagliptin
5975,Lisdexamfetamine,Acepromazine
5976,Ketoconazole,Lacosamide
5977,Chloroquine,Fosaprepitant
5978,Voriconazole,Guanfacine
5979,Ramelteon,Thalidomide
5980,Neomycin,Cefprozil
5981,Quinidine,Itraconazole
5982,Insulin lispro,Insulin detemir
5983,Codeine,Duloxetine
5984,Natalizumab,Teniposide
5985,Buspirone,Ketoconazole
5986,St. John's Wort,Maraviroc
5987,Ropinirole,Loratadine
5988,Fluconazole,Midazolam
5989,Oxycodone,Tienilic acid
5990,Lamotrigine,Azelastine
5991,Cefixime,Warfarin
5992,Trimipramine,Quinidine
5993,Cyclosporine,Tolmetin
5994,Ketoprofen,Omega-3 fatty acids
5995,Streptokinase,Acenocoumarol
5996,Simvastatin,Amiodarone
5997,Caffeine,Phenprocoumon
5998,Amlodipine,Fosaprepitant
5999,Trichlormethiazide,Diphenoxylate
6000,Bisoprolol,Pentoxifylline
6001,Metformin,Sparfloxacin
6002,Bosentan,Simvastatin
6003,Colesevelam,Floctafenine
6004,Rivastigmine,Bretylium
6005,Olmesartan,Secobarbital
6006,Nabilone,Zaleplon
6007,Amlodipine,Siltuximab
6008,Fentanyl,Aripiprazole
6009,Chlorpromazine,Escitalopram
6010,Ropinirole,Loxapine
6011,Deferasirox,Fesoterodine
6012,Probenecid,Azlocillin
6013,Dopamine,Tedizolid phosphate
6014,Octreotide,Sparfloxacin
6015,Foscarnet,Furosemide
6016,Thalidomide,Chlorpheniramine
6017,Thalidomide,Thiothixene
6018,Amphetamine,Benzquinamide
6019,Haloperidol,Procarbazine
6020,Zolmitriptan,Chlorprothixene
6021,St. John's Wort,Naloxegol
6022,Flupentixol,Nefazodone
6023,Dofetilide,Lurasidone
6024,Phenytoin,Irinotecan
6025,Bosentan,Imatinib
6026,Atracurium besylate,Lincomycin
6027,Doxazosin,Fusidic acid
6028,Chlorthalidone,Tolbutamide
6029,Ethanol,Tetrabenazine
6030,Dicoumarol,Liothyronine
6031,Metolazone,Porfimer sodium
6032,Buprenorphine,Zaleplon
6033,Ethotoin,Paraldehyde
6034,Amphetamine,Promazine
6035,Alfuzosin,Saquinavir
6036,Piroxicam,Dasatinib
6037,Pazopanib,Vemurafenib
6038,Methylphenidate,Lurasidone
6039,Crizotinib,Ceritinib
6040,Trifluoperazine,Isocarboxazid
6041,Butalbital,Oxymetazoline
6042,Phenelzine,Vortioxetine
6043,Gentamicin,Mezlocillin
6044,Cilostazol,Tocilizumab
6045,Lamotrigine,Tapentadol
6046,Glyburide,Estrone sulfate
6047,Chlorotrianisene,Rivaroxaban
6048,Desogestrel,Fondaparinux
6049,Phenylephrine,Dyphylline
6050,Etacrynic acid,Acenocoumarol
6051,Buspirone,Posaconazole
6052,Spectinomycin,Vecuronium
6053,Ethinylestradiol,Rufinamide
6054,Bepridil,Amobarbital
6055,Probenecid,Floctafenine
6056,Buspirone,Pimozide
6057,Cimetidine,Cilostazol
6058,Troglitazone,Chlorpropamide
6059,Prednisone,Roflumilast
6060,Ethanol,Fexofenadine
6061,Alprazolam,Droperidol
6062,Melatonin,Clevidipine
6063,Afatinib,Eliglustat
6064,Linezolid,Methotrimeprazine
6065,Ticlopidine,Fesoterodine
6066,Baclofen,Tolcapone
6067,Prednisone,Insulin aspart
6068,Metoprolol,Propafenone
6069,Alfuzosin,Azilsartan medoxomil
6070,Butabarbital,Doxepin
6071,Secobarbital,Paraldehyde
6072,Tiagabine,Paraldehyde
6073,Dofetilide,Crizotinib
6074,Mifepristone,Ofloxacin
6075,Brimonidine,Cyclizine
6076,Treprostinil,Eprosartan
6077,Methadone,Fesoterodine
6078,Botulinum Toxin Type B,Aclidinium
6079,Bleomycin,Pimecrolimus
6080,Insulin detemir,Iloperidone
6081,Ethanol,Vortioxetine
6082,Citalopram,Arsenic trioxide
6083,Vildagliptin,Brexpiprazole
6084,Captopril,Canagliflozin
6085,Amlodipine,Doxazosin
6086,Pramlintide,Insulin degludec
6087,Insulin human,Tedizolid phosphate
6088,Repaglinide,Quetiapine
6089,Venlafaxine,Obinutuzumab
6090,Bexarotene,Estrone sulfate
6091,Allopurinol,Magnesium oxide
6092,Lenalidomide,Leflunomide
6093,Cobicistat,Dienogest
6094,Chlorpropamide,Stanolone
6095,Bumetanide,Alogliptin
6096,Mefenamic acid,Unoprostone
6097,Primidone,Abiraterone
6098,Fluconazole,Lercanidipine
6099,Dronedarone,Telaprevir
6100,Isavuconazonium,Ibrutinib
6101,Chlorothiazide,Hydrocodone
6102,Glimepiride,Trichlormethiazide
6103,Ritonavir,Nortriptyline
6104,Droperidol,Quazepam
6105,Nilotinib,
6106,Domperidone,Rasagiline
6107,Pramipexole,Ethosuximide
6108,Magnesium sulfate,Estazolam
6109,Bosentan,Clarithromycin
6110,Telithromycin,Fesoterodine
6111,Phenelzine,Nifedipine
6112,Atazanavir,Pitavastatin
6113,Primidone,Candesartan cilexetil
6114,Aldesleukin,Fluocinolone acetonide
6115,Duloxetine,Fondaparinux
6116,Zopiclone,Suvorexant
6117,Boceprevir,Tasimelteon
6118,Brimonidine,Lamotrigine
6119,Telithromycin,Cilostazol
6120,Insulin human,Cyproterone acetate
6121,Isoflurophate,Delavirdine
6122,Foscarnet,Etacrynic acid
6123,Fluoxetine,Chlorpheniramine
6124,Temazepam,Brimonidine
6125,Primaquine,Ivabradine
6126,Darunavir,Ivacaftor
6127,Thioridazine,Itopride
6128,Primidone,Paliperidone
6129,Botulinum toxin type A,Cyclizine
6130,Meprobamate,Azelastine
6131,Digoxin,St. John's Wort
6132,Dicoumarol,Warfarin
6133,Methadone,Clonazepam
6134,Protriptyline,Sertraline
6135,Rivaroxaban,Ticagrelor
6136,Linezolid,Fencamfamin
6137,Mefloquine,Fosaprepitant
6138,Hydromorphone,Dronabinol
6139,Apremilast,Riociguat
6140,Ethanol,Diphenoxylate
6141,Ridogrel,Vorapaxar
6142,Methotrimeprazine,Tapentadol
6143,Trichlormethiazide,Oxybutynin
6144,Paroxetine,Buprenorphine
6145,Ipratropium,Levocabastine
6146,Chlorphentermine,Phendimetrazine
6147,Tolmetin,Aliskiren
6148,Ketoprofen,Apixaban
6149,Cyclosporine,Secobarbital
6150,Carbamazepine,Apixaban
6151,Phenelzine,Paliperidone
6152,Rifaximin,Vandetanib
6153,Cilazapril,Tolvaptan
6154,Theophylline,Levobunolol
6155,Roflumilast,Siltuximab
6156,Torasemide,Codeine
6157,Atomoxetine,Tedizolid phosphate
6158,Nimodipine,Rufinamide
6159,Fluconazole,Pipotiazine
6160,Irbesartan,Heparin
6161,Amphotericin B,Mometasone
6162,Metformin,Dexamethasone
6163,Methoxamine,Olodaterol
6164,Amphetamine,Pizotifen
6165,Methotrimeprazine,Linagliptin
6166,Bumetanide,Vildagliptin
6167,Tolterodine,Luliconazole
6168,Tranylcypromine,Rotigotine
6169,Fluconazole,Mifepristone
6170,Pasireotide,Canagliflozin
6171,Warfarin,Sparfloxacin
6172,Deferasirox,Cabazitaxel
6173,Umeclidinium,Ramosetron
6174,Duloxetine,Isosorbide mononitrate
6175,Hexobarbital,Isosorbide
6176,Indomethacin,Ribostamycin
6177,Pramipexole,Ketamine
6178,Pimecrolimus,Azathioprine
6179,Atazanavir,Aripiprazole
6180,Pegvisomant,Oxycodone
6181,Meclizine,Cimetropium
6182,Spironolactone,Pentoxifylline
6183,Glimepiride,Saxagliptin
6184,Pantoprazole,Risedronic acid
6185,Indinavir,Nisoldipine
6186,Cyclosporine,Indomethacin
6187,Lidocaine,Siltuximab
6188,Maprotiline,Minocycline
6189,Nitroprusside,Diazoxide
6190,Norgestimate,Heparin
6191,Hydrocodone,Darunavir
6192,Goserelin,Metoclopramide
6193,Rivastigmine,Pimozide
6194,Metamizole,Eribulin
6195,Conivaptan,Isosorbide mononitrate
6196,Lisdexamfetamine,Mephentermine
6197,Fluconazole,Tipranavir
6198,Prazosin,Acebutolol
6199,Tranylcypromine,Cilostazol
6200,Alfentanil,Idelalisib
6201,Caffeine,Phenmetrazine
6202,Ipratropium,Droperidol
6203,Everolimus,Lomitapide
6204,Brimonidine,Gabapentin enacarbil
6205,Nelfinavir,Colchicine
6206,Sildenafil,Dabrafenib
6207,Verapamil,Brexpiprazole
6208,Isradipine,Bepridil
6209,Dofetilide,Solifenacin
6210,Bisoprolol,Hexobarbital
6211,Orciprenaline,Benzphetamine
6212,Dronedarone,Trabectedin
6213,Phenobarbital,Cathinone
6214,Labetalol,Dobutamine
6215,Tedizolid phosphate,Picosulfuric acid
6216,Mifepristone,Olaparib
6217,Cyclophosphamide,Darunavir
6218,Oxymetazoline,Lisdexamfetamine
6219,Levorphanol,Suvorexant
6220,Enalapril,Eplerenone
6221,Atomoxetine,Modafinil
6222,Chlorpromazine,Magnesium oxide
6223,Chlorpromazine,Procarbazine
6224,Moexipril,Sirolimus
6225,Thalidomide,Tasimelteon
6226,Flunarizine,Calcium carbonate
6227,Carbamazepine,Lithium cation
6228,Etoposide,Acenocoumarol
6229,Norethisterone,Amobarbital
6230,Zolmitriptan,Perphenazine
6231,Fluvastatin,Nicotinamide
6232,Desipramine,Aripiprazole
6233,Fluconazole,Sildenafil
6234,Lansoprazole,Nilotinib
6235,Topiramate,Thiothixene
6236,Pyridoxine,Hexobarbital
6237,Amlodipine,Heptabarbital
6238,Methotrimeprazine,Stiripentol
6239,Phenytoin,Maraviroc
6240,Quinine,Everolimus
6241,Tacrolimus,Procarbazine
6242,Levobupivacaine,Nefazodone
6243,Chlorzoxazone,Hydroxyzine
6244,Tolcapone,Tapentadol
6245,Treprostinil,Ibuprofen
6246,Lovastatin,Luliconazole
6247,Fludarabine,Denosumab
6248,Torasemide,Sulfisoxazole
6249,Methylprednisolone,Glyburide
6250,Trifluoperazine,Teriflunomide
6251,Doxepin,Mianserin
6252,Colesevelam,Trichlormethiazide
6253,Indomethacin,Acenocoumarol
6254,Piroxicam,Lithium cation
6255,Cilostazol,Armodafinil
6256,Nicardipine,Naloxegol
6257,Mifepristone,Tocilizumab
6258,Duloxetine,Losartan
6259,Methylphenidate,Doxepin
6260,Rifabutin,Heptabarbital
6261,Ethanol,Oxybutynin
6262,Minoxidil,Methohexital
6263,Aluminum hydroxide,Chenodeoxycholic acid
6264,Verapamil,Risperidone
6265,Promethazine,Umeclidinium
6266,Vitamin E,Etodolac
6267,Mitotane,Naloxegol
6268,Etoposide,Rifampicin
6269,Tolazamide,Linagliptin
6270,Tramadol,Duloxetine
6271,Nimodipine,Dapoxetine
6272,Acebutolol,Heptabarbital
6273,Gestodene,Tinzaparin
6274,Minoxidil,Vardenafil
6275,Phenindione,Drospirenone
6276,Fluvoxamine,Cabergoline
6277,Triamterene,Ammonium chloride
6278,Glucagon,Dimenhydrinate
6279,Teniposide,Fosaprepitant
6280,Diazepam,Ivacaftor
6281,Tacrolimus,Ivacaftor
6282,Chlorothiazide,Dihydrotachysterol
6283,Pentazocine,Trichlormethiazide
6284,Fondaparinux,Sertraline
6285,Nelfinavir,Barnidipine
6286,Bisoprolol,Regorafenib
6287,Oxycodone,Alvimopan
6288,Reteplase,Enoxaparin
6289,Posaconazole,Lumacaftor
6290,Hydromorphone,Alvimopan
6291,Nefazodone,Crizotinib
6292,Norepinephrine,Procarbazine
6293,Conivaptan,Lapatinib
6294,Clonidine,Tranylcypromine
6295,Ranolazine,Carbamazepine
6296,Mifepristone,Gemifloxacin
6297,Phenytoin,Primaquine
6298,Betaxolol,Acepromazine
6299,Magnesium salicylate,Deferiprone
6300,Streptomycin,Cefpodoxime
6301,Atracurium besylate,Dexamethasone
6302,Allopurinol,Moexipril
6303,Leflunomide,Eculizumab
6304,Carteolol,Primidone
6305,Fondaparinux,Dienogest
6306,Clenbuterol,Armodafinil
6307,Lamotrigine,Amobarbital
6308,Digoxin,Nifedipine
6309,Clevidipine,Nicorandil
6310,Verapamil,Lopinavir
6311,Cabergoline,Risperidone
6312,Pentobarbital,Nisoldipine
6313,Atenolol,Ruxolitinib
6314,Brimonidine,Ziconotide
6315,Naltrexone,Methylnaltrexone
6316,Ritonavir,Budesonide
6317,Chlorambucil,Roflumilast
6318,Ketoconazole,Mirabegron
6319,Acetohexamide,Pipotiazine
6320,Risedronic acid,Neomycin
6321,Dicoumarol,Vortioxetine
6322,Atomoxetine,Cobicistat
6323,Nelfinavir,Hydrocortisone
6324,Amitriptyline,Droperidol
6325,Triazolam,Fosaprepitant
6326,Magnesium sulfate,Doxepin
6327,Cefotiam,Warfarin
6328,Phenytoin,Azelastine
6329,Levobunolol,Hexobarbital
6330,Chlorambucil,Pimecrolimus
6331,Bumetanide,Tolbutamide
6332,Vindesine,Delavirdine
6333,Felbamate,Methotrimeprazine
6334,Dicoumarol,Demeclocycline
6335,Reteplase,Bismuth subsalicylate
6336,Levomilnacipran,Methylene blue
6337,Torasemide,Cisplatin
6338,Nitroglycerin,Hexobarbital
6339,Phenprocoumon,Oxaprozin
6340,Imiquimod,Tofacitinib
6341,Cevimeline,Cimetropium
6342,Voriconazole,Vemurafenib
6343,Midazolam,Paraldehyde
6344,Dextroamphetamine,Zuclopenthixol
6345,Granisetron,Desipramine
6346,Cetirizine,Sodium oxybate
6347,Insulin lispro,Pegvisomant
6348,Alprazolam,Fosaprepitant
6349,Nafcillin,Flibanserin
6350,Iron Dextran,Famotidine
6351,Lorazepam,Clorazepic acid
6352,Asenapine,Suvorexant
6353,Benzquinamide,Clomipramine
6354,Dextromethorphan,Acetophenazine
6355,Ramelteon,Rotigotine
6356,Felbamate,Sodium oxybate
6357,Posaconazole,Apixaban
6358,Erythromycin,Sonidegib
6359,Guanfacine,Tofacitinib
6360,Tacrine,Loxapine
6361,Fluvoxamine,Phenprocoumon
6362,Alprazolam,Simeprevir
6363,Fluvoxamine,Lorcaserin
6364,Aprepitant,Vemurafenib
6365,Ethotoin,Perampanel
6366,Quazepam,Suvorexant
6367,Mexiletine,Vortioxetine
6368,Tenofovir disoproxil,Lopinavir
6369,Mezlocillin,Mycophenolic acid
6370,Ergotamine,Conivaptan
6371,Bumetanide,Dihydrocodeine
6372,Doxylamine,Dexchlorpheniramine maleate
6373,Ranolazine,Daunorubicin
6374,Bexarotene,Cobicistat
6375,Isoniazid,Cilostazol
6376,Dipyridamole,Silodosin
6377,Topotecan,Rolapitant
6378,Venlafaxine,Sulodexide
6379,Cyclosporine,Minoxidil
6380,Amoxapine,Rotigotine
6381,Primaquine,Bendamustine
6382,Galantamine,Trifluoperazine
6383,Sulfadiazine,Acetylsalicylic acid
6384,Sulpiride,Desipramine
6385,Furosemide,Gliquidone
6386,Dexamethasone,Sonidegib
6387,Benzquinamide,Moclobemide
6388,Phenytoin,Benzphetamine
6389,Phenylephrine,Mephentermine
6390,Clozapine,Desvenlafaxine
6391,Propranolol,Naloxegol
6392,Pimozide,Siltuximab
6393,Erythromycin,Aripiprazole
6394,Hydrocortisone,Insulin detemir
6395,Methyldopa,Ivabradine
6396,Pentobarbital,Pindolol
6397,Doxylamine,Sufentanil
6398,Cephalexin,Zinc
6399,Primidone,Doxepin
6400,Fluconazole,Docetaxel
6401,Dapoxetine,Idelalisib
6402,Voriconazole,Cilostazol
6403,Reserpine,Propranolol
6404,Aminophylline,Clenbuterol
6405,Mepenzolate,Mianserin
6406,Metoprolol,Methylphenidate
6407,Cimetropium,Dexchlorpheniramine maleate
6408,Cimetidine,Itraconazole
6409,Pregabalin,Enalaprilat
6410,Oxytetracycline,Vecuronium
6411,Efavirenz,Nitrendipine
6412,Perphenazine,Vortioxetine
6413,Cyclosporine,Prednisone
6414,Glimepiride,Arsenic trioxide
6415,Flecainide,Aripiprazole
6416,Amphetamine,Cetirizine
6417,Promazine,Phendimetrazine
